day_succ,Status,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,curr1,curr2,curr3,curr4,curr5,curr6,goal,backers,pledged,duration,updates,comments,rewards,facebook_connected,facebook_friends,facebook_shares,has_video,creator_projects_created,creator_projects_backed,videos,images,words_description,words_risks_and_challenges,faqs,prj_prom,crt_suc_perc,usr_net_pg_rnk,usr_net_nodes,usr_net_tie,usr_net_bic,1f_plg,1f_bck,1prj_prom,2f_plg,2f_bck,2prj_prom,3f_plg,3f_bck,3prj_prom
29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0256041238,0.2728223332,0.0955044031,-0.2399087342,-0.0672558945,0.0193459152,1.179276446,0,0,1.3098502886,1,-0.2044518859,-0.1643263052,-0.2572658087,-0.672638512,0.0828597021,-0.4698914795,0.6444623074,1.9488598396,-0.5154235036,1.4734970859,2.2520222214,2.2541278961,0.4703162747,0.0306775892,0.3887598213,3.5308895549,-0.0172303451,0.4345699832,1.7322269706,-0.0525809533,0.4004798118,1.419542921
49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0020488442,-0.1974838667,-0.1185866596,1.7483052304,-0.4282350994,-0.061340608,-0.8575541085,0,0,-0.1371442153,0,-0.2044518859,0.0582944499,6.5895745113,0.3013861545,-0.3567363712,-0.9538825834,-0.3321085911,-0.2796828347,2.1658445239,0.0794746134,-0.2125893098,-0.2697063791,-0.0781132405,-0.3134528488,-0.179145146,-0.2650492466,-0.3195931345,-0.1675005349,-0.2808881387,-0.324428611,-0.1607612318,-0.2587522448
28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0265414731,-0.206953119,-0.1387007164,-0.3393194324,-0.0672558945,-0.0594641772,-0.5180823494,1,-0.5016415655,-0.1544123895,1,0.5821824516,-0.1643263052,0.8838742446,-0.3804311121,1.2230620172,0.3436254822,-0.3321085911,0,-0.5154235036,0,0,0,0,-0.2970656851,-0.1517762319,0,-0.306994685,-0.1574660262,0,-0.3135547047,-0.1607612318,0
29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.0316770243,-0.132777309,-0.1023348077,-0.1404980359,-0.6087247018,-0.0575877465,-0.3483464699,0,0,-0.0594374315,1,-0.2044518859,-0.219981494,-0.2572658087,-0.672638512,-0.8186556826,-0.8097150205,-0.3321085911,-0.3515713081,-0.5154235036,0.0794746134,-0.3006111502,-0.3418159298,-0.2609230789,-0.2970656851,-0.165460689,-0.2650492466,-0.306994685,-0.1675005349,0.2223906386,-0.3135547047,-0.169264884,-0.2587522448
4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0244345803,0.6405449661,0.248845406,-0.2399087342,1.3766609249,0.2388883154,1.0095405665,1,0.1409201497,-0.155589765,1,0.1888652828,-0.1643263052,-0.2572658087,0.983203421,-0.1575444005,-0.5728683101,2.1093186552,-0.3515713081,-0.5154235036,0.0794746134,-0.3006111502,-0.3418159298,-0.2609230789,0.4895181733,0.4024442784,-0.2650492466,0.5874952337,0.4496217462,-0.2808881387,0.7194663944,0.5322864205,-0.2587522448
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.0283850043,-0.2116877452,-0.1390193801,-0.2399087342,-0.4282350994,-0.0632170388,0.3305970483,0,0,-0.1442084684,1,-0.2044518859,-0.219981494,-0.2572658087,-0.2830286454,-0.4494636679,-0.2639378183,-0.3321085911,-0.2796828347,-0.5154235036,0.0794746134,-0.3006111502,-0.3418159298,-0.2609230789,-0.3134528488,-0.1723029175,0.1567217313,-0.3195931345,-0.1725177892,-0.2808881387,-0.324428611,-0.1735167101,-0.2587522448
26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0329938323,-0.1643414835,-0.1202819509,-0.2399087342,0.2937233103,-0.061340608,-0.5180823494,1,-0.5985797553,-0.104177701,1,-0.2044518859,-0.1643263052,-0.2572658087,-0.672638512,-0.7808778951,-0.6758451408,0.6444623074,0,-0.5154235036,0,0,0,0,0.1126134078,-0.1312495463,0,0.3607231416,-0.1022762287,0,0.2627623296,-0.1139911449,0
25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0111192358,-0.2022184929,-0.1324549066,-0.6375515271,-0.6087247018,-0.0632170388,-0.0088747108,0,0,-0.154804848,1,-0.2044518859,-0.219981494,-0.2572658087,-0.5752360454,2.4954865888,0.1788625533,-0.3321085911,-0.3515713081,-0.5154235036,0.0794746134,-0.3006111502,-0.3418159298,-0.2609230789,-0.3134528488,-0.1312495463,-0.2650492466,-0.3195931345,-0.1424142633,-0.2808881387,-0.324428611,-0.1480057536,-0.2587522448
28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.0112665003,-0.0380847855,0.0924579775,-0.2399087342,0.1132337079,-0.0519584541,-0.3483464699,0,0,0.0539830761,1,-0.2044518859,-0.1086711164,-0.2572658087,-0.672638512,-0.9165344958,-0.4698914795,-0.3321085911,1.5175289994,-0.5154235036,0.7764858497,0.5796072538,0.8840464324,0.2875064363,-0.2642913577,-0.1175650893,-0.2650492466,-0.2691993363,-0.1273625003,0.2223906386,-0.2591851732,-0.1267466231,0.5803953381
28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0307552587,-0.1769671533,-0.09951782,-0.3393194324,-0.247745497,-0.0632170388,-0.0088747108,1,-0.2412932844,-0.1289025867,1,-0.2044518859,-0.219981494,-0.2572658087,-0.3804311121,0.6615467205,-0.9332872173,0.1561768582,-0.2077943614,-0.5154235036,0.0794746134,-0.1245674694,-0.1975968283,0.1046965979,-0.1495812116,-0.1517762319,0.1567217313,-0.1936086389,-0.1574660262,-0.2808881387,-0.2156895479,-0.1607612318,-0.2587522448
29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0155461263,-0.1927492405,-0.1234176023,-0.2399087342,-0.4282350994,-0.0632170388,-0.0088747108,0,0,-0.1453858439,0,-0.2044518859,-0.0530159276,-0.2572658087,-0.672638512,1.3192236583,-0.3669146489,-0.3321085911,0,-0.5154235036,0,0,0,0,-0.3134528488,-0.1723029175,0,-0.306994685,-0.1624832805,0,-0.2918068921,-0.1565094058,0
44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.090127716,-0.1690761096,-0.0962801962,1.2512517392,-0.247745497,-0.0444527311,-0.5180823494,0,0,-0.0931888629,1,-0.2044518859,-0.219981494,-0.2572658087,0.1065812212,-0.0407766935,-0.5316775779,-0.3321085911,6.1902797683,-0.5154235036,0.7764858497,0.3155417326,0.0908413745,0.1046965979,-0.2970656851,-0.0833539467,-0.2650492466,-0.306994685,-0.0872244658,0.725669416,-0.3026807984,-0.0842283623,1.419542921
30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0020488442,-0.1311991002,-0.1043870023,-0.1404980359,-0.6087247018,-0.061340608,-0.1786105903,1,-0.6498185127,-0.1289025867,1,-0.2044518859,0.2252600163,-0.2572658087,0.4961910878,-0.2949181734,0.0038019412,0.1561768582,0,-0.5154235036,0,0,0,0,-0.2806785214,-0.1312495463,0,-0.2691993363,-0.0922417201,0,-0.2700590795,-0.0884801883,0
35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0045351958,-0.2006402841,-0.1342266771,0.3565554552,-0.6087247018,-0.0632170388,-0.0088747108,1,-0.1332764443,-0.1481330534,1,-0.2044518859,-0.1643263052,-0.2572658087,2.3468379541,1.5441732114,-0.2845331845,-0.3321085911,-0.2796828347,2.1658445239,0.0794746134,-0.1245674694,-0.2697063791,0.1046965979,-0.3134528488,-0.165460689,0.1567217313,-0.3195931345,-0.1574660262,-0.2808881387,-0.324428611,-0.1522575797,0.5803953381
28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0343106403,-0.1848581969,-0.1334236445,-0.2399087342,-0.6087247018,-0.0632170388,-0.8575541085,0,0,-0.1446009269,1,-0.2044518859,-0.219981494,-0.2572658087,-0.672638512,-0.7997667889,-0.3669146489,-0.3321085911,-0.3515713081,-0.5154235036,0.0794746134,-0.3006111502,-0.3418159298,-0.2609230789,-0.3134528488,-0.179145146,-0.2650492466,-0.2943962354,-0.1725177892,-0.2808881387,-0.2918068921,-0.169264884,0.5803953381
17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0218009643,-0.098056717,-0.0128285299,2.5435908162,-0.4282350994,-0.0575877465,0.8398046869,1,0.9856672321,0.0355375264,1,-0.2044518859,0.0026392611,-0.2572658087,0.0091787545,0.0347788816,1.5175613511,0.1561768582,-0.3515713081,-0.5154235036,0.0794746134,-0.3006111502,-0.3418159298,-0.2609230789,0.5386796645,0.1424395945,0.1567217313,0.3355262425,0.0632931637,-0.2808881387,0.2627623296,0.0348227682,-0.2587522448
25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0345740019,-0.2037967016,-0.135450346,-0.1404980359,-0.6087247018,-0.0632170388,-0.5180823494,1,-0.2800685603,-0.1559822235,0,0.1888652828,-0.219981494,-0.2572658087,0.5935935544,-0.907948635,-0.0682818402,-0.3321085911,0,-0.5154235036,0,0,0,0,0.1781620627,-0.179145146,0,0.0961557009,-0.1675005349,0,0.0344102971,-0.169264884,0
20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0283850043,-0.2085313278,-0.1258394469,-1.1346050182,-0.6087247018,-0.0632170388,0.1608611688,1,-0.3631584372,-0.0786678982,1,-0.2044518859,-0.219981494,-0.2572658087,-0.672638512,-0.2760292796,3.0004277118,-0.3321085911,0,-0.5154235036,0,0,0,0,-0.3134528488,-0.1723029175,0,-0.1810101894,-0.1624832805,0,-0.2048156416,-0.1607612318,0
9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.0310186203,-0.1674979009,-0.1002826131,-1.929890604,0.6547025152,-0.0519584541,-1.1970258675,1,0.7267037822,-0.057475139,0,-0.2044518859,-0.219981494,-0.2572658087,-0.672638512,-0.7946152724,-0.6449520916,-0.3321085911,0,-0.5154235036,0,0,0,0,-0.1168068842,-0.1107228608,0,0.0205650036,-0.1022762287,0,0.1540232665,-0.0969838405,0
59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0345740019,-0.2037967016,-0.1389683939,2.7424122126,-0.6087247018,-0.0632170388,-1.1970258675,0,0,-0.1434235514,0,0.1888652828,-0.219981494,-0.2572658087,-0.672638512,-0.8032011332,-0.6655474577,-0.3321085911,0,-0.5154235036,0,0,0,0,-0.0512582293,-0.1517762319,0,-0.1180179416,-0.1574660262,0,-0.0960765786,-0.1565094058,0
15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0323354283,-0.2006402841,-0.1235450678,-1.6316585094,-0.6087247018,-0.0632170388,-0.5180823494,1,-0.3576191121,-0.1355743813,1,-0.2044518859,-0.219981494,-0.2572658087,-0.672638512,-0.4752212504,-0.5728683101,-0.3321085911,-0.2796828347,-0.5154235036,0.7764858497,-0.2125893098,-0.3418159298,-0.2609230789,-0.3134528488,-0.1723029175,-0.2650492466,-0.3195931345,-0.1725177892,-0.2808881387,-0.324428611,-0.1735167101,-0.2587522448
13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0326646303,-0.1375119351,-0.1123918361,-1.3334264147,-0.6087247018,-0.0632170388,-0.5180823494,1,0.5079004396,-0.0162669961,1,-0.2044518859,-0.219981494,-0.2572658087,-0.672638512,-0.64178695,0.5392814604,-0.3321085911,-0.3515713081,-0.5154235036,0.0794746134,-0.3006111502,-0.3418159298,-0.2609230789,0.2437107176,-0.0765117182,-0.2650492466,0.3355262425,-0.0872244658,-0.2808881387,0.3388796737,-0.0884801883,-0.2587522448
29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.0336522363,-0.2132659539,-0.1398988921,-0.2399087342,-0.6087247018,-0.061340608,0.5003329278,0,0,-0.1544123895,0,-0.2044518859,-0.219981494,-0.2572658087,0.0091787545,-0.5593626863,-0.7376312391,-0.3321085911,-0.3515713081,-0.5154235036,0.0794746134,-0.3006111502,-0.3418159298,-0.2609230789,-0.3134528488,-0.179145146,-0.2650492466,-0.3195931345,-0.1775350435,-0.2808881387,-0.324428611,-0.1777685362,-0.2587522448
30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0703755959,0.1418310091,0.2153984574,-0.1404980359,1.3766609249,0.0268516383,0.3305970483,1,0.7322431073,-0.0672866016,1,-0.2044518859,-0.1086711164,-0.2572658087,0.8858009544,1.2539711161,-0.6243567254,4.0624604522,-0.0640174146,2.1658445239,0.0794746134,0.0514762114,-0.0533777269,0.4703162747,-0.1331940479,0.1766507371,-0.2650492466,-0.1432148407,0.2087935389,-0.2808881387,-0.1395722038,0.2729250291,-0.2587522448
23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0218009643,-0.206953119,-0.136215139,-0.8363729235,-0.6087247018,-0.0632170388,-0.5180823494,1,-0.033568592,-0.1426386344,1,-0.2044518859,-0.1086711164,-0.2572658087,0.3987886211,-0.5834030965,0.652555974,-0.3321085911,0,2.1658445239,0,0,0,0,-0.2642913577,-0.1517762319,0,-0.2817977859,-0.1574660262,0,-0.2918068921,-0.1607612318,0
29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0303602163,-0.2053749103,-0.1373113424,-0.2399087342,-0.6087247018,-0.0632170388,-0.3483464699,0,0,-0.1406763419,0,-0.2044518859,-0.1643263052,-0.2572658087,-0.1856261788,-0.3361303053,-0.881798802,-0.3321085911,-0.3515713081,2.1658445239,0.0794746134,-0.3006111502,-0.3418159298,-0.2609230789,-0.2970656851,-0.165460689,-0.2650492466,-0.306994685,-0.1624832805,0.2223906386,-0.3135547047,-0.1650130579,-0.2587522448
28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0316770243,-0.1217298479,-0.1070255383,-0.2399087342,-0.247745497,-0.0632170388,-0.3483464699,0,0,-0.1120268711,1,-0.2044518859,-0.219981494,-0.2572658087,-0.672638512,-0.035625177,0.0140996243,-0.3321085911,-0.135905888,-0.5154235036,0.0794746134,0.1394980518,0.0187318238,0.4703162747,-0.1659683754,-0.165460689,-0.2650492466,-0.0802225929,-0.1424142633,-0.2808881387,-0.074328766,-0.1267466231,-0.2587522448
29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0440394359,-0.0996349258,-0.0836228715,-0.2399087342,-0.0672558945,-0.0557113157,1.0095405665,0,0,-0.0767056057,1,-0.2044518859,0.0582944499,-0.2572658087,1.8598256209,2.0129612115,0.80702122,2.1093186552,0.0797595321,-0.5154235036,0.0794746134,0.2275198922,0.0908413745,0.2875064363,-0.2806785214,-0.02177389,-0.2650492466,-0.2943962354,-0.0169829053,0.2223906386,-0.2918068921,-0.0119473188,2.258690504
29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0191673483,-0.1091041781,-0.075923955,-0.2399087342,1.1961713225,-0.0575877465,0.1608611688,1,-0.4850235901,-0.0794528152,1,-0.2044518859,0.1139496387,-0.2572658087,0.6909960211,1.6472035411,0.1788625533,1.6210332059,-0.2077943614,2.1658445239,0.0794746134,-0.036545629,-0.1254872776,0.2875064363,-0.2151298665,-0.1175650893,-0.2650492466,-0.2188055381,-0.107293483,-0.2808881387,-0.1939417353,-0.0927320144,-0.2587522448
27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0333230343,-0.1864364056,-0.1215056197,-0.4387301306,0.6547025152,-0.0594641772,-0.5180823494,1,-0.2537567659,-0.057475139,1,-0.2044518859,-0.1086711164,-0.2572658087,0.2039836878,-0.6589586716,0.5598768265,-0.3321085911,-0.0640174146,2.1658445239,1.4734970859,-0.036545629,-0.0533777269,-0.0781132405,0.2109363901,-0.1449340034,-0.2650492466,0.1087541505,-0.1474315176,-0.2808881387,0.2192667043,-0.1480057536,-0.2587522448
59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0343106403,-0.2116877452,-0.1398988921,2.7424122126,-0.6087247018,-0.0632170388,-1.1970258675,0,0,-0.154804848,0,-0.2044518859,-0.219981494,0.8838742446,-0.672638512,-0.8323930599,-0.7376312391,-0.3321085911,-0.3515713081,-0.5154235036,0.0794746134,-0.3006111502,-0.3418159298,-0.2609230789,-0.247904194,-0.165460689,-0.2650492466,-0.2691993363,-0.1675005349,-0.2808881387,-0.2809329858,-0.169264884,-0.2587522448
29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0703755959,-0.0649143338,0.5339729948,-0.2399087342,0.4742129128,0.0137166229,0.3305970483,1,0.030133647,-0.1069249105,1,0.1888652828,-0.0530159276,-0.2572658087,1.8598256209,1.6729611235,1.6308358648,1.1327477567,0.5110903723,-0.5154235036,0.0794746134,0.6676290942,0.4513891281,1.01874579,-0.0512582293,-0.0628272611,-0.2650492466,-0.0928210425,-0.0521036856,-0.2808881387,-0.1286982975,-0.0629692318,-0.2587522448
14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0329674961,-0.1817017794,-0.1187013786,-1.7310692076,-0.6087247018,-0.0632170388,-1.027289988,1,-0.2717595726,-0.1402838833,0,-0.2044518859,-0.1643263052,-0.2572658087,-0.2830286454,-1.0058274482,-0.7376312391,2.5976041045,-0.3515713081,-0.5154235036,0.7764858497,-0.3006111502,-0.3418159298,-0.2609230789,-0.2970656851,-0.1723029175,-0.2650492466,-0.2188055381,-0.1574660262,-0.2808881387,-0.2374373606,-0.1607612318,-0.2587522448
29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0218009643,-0.2101095365,-0.1387134629,-0.2399087342,-0.6087247018,-0.0632170388,-1.027289988,1,1.068757109,-0.1249780017,0,-0.2044518859,-0.1643263052,-0.2572658087,-0.672638512,-0.9371405618,-0.7788219714,-0.3321085911,0,-0.5154235036,0,0,0,0,-0.3134528488,-0.165460689,0,-0.3195931345,-0.1675005349,0,-0.324428611,-0.169264884,0
29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0152169243,-0.1864364056,-0.1255207831,-0.2399087342,0.1132337079,-0.0594641772,-0.0088747108,1,-0.2412932844,-0.0288256682,1,-0.2044518859,0.0582944499,-0.2572658087,-0.0882237121,0.8985164787,3.3299535698,-0.3321085911,0.0078710587,-0.5154235036,0.0794746134,0.0514762114,0.0908413745,-0.0781132405,-0.3134528488,-0.1723029175,-0.2650492466,-0.3195931345,-0.1624832805,-0.2808881387,-0.3135547047,-0.1607612318,2.258690504
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0308713559,5.7634104859,10.2643710063,0.4559661534,9.8596722392,56.8695689978,-0.3483464699,0,0,0.59596827,1,0.1888652828,0.0026392611,14.5775548847,2.1520330208,0.922556889,2.7841763676,2.5976041045,2.5958560999,2.1658445239,0.7764858497,3.1322406254,2.2541278961,4.1265130431,5.1926341604,7.0599326304,2.687347599,4.7197866889,5.918428952,-0.2808881387,4.5362075081,5.9363573786,0.5803953381
36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0073160762,-0.2101095365,-0.1379486699,0.4559661534,-0.4282350994,-0.0632170388,-0.0088747108,1,-0.440708989,-0.1489179704,1,-0.2044518859,-0.219981494,-0.2572658087,1.7624231542,4.264173915,2.4752458757,0.1561768582,0,-0.5154235036,0,0,0,0,-0.3134528488,-0.179145146,0,-0.3195931345,-0.1675005349,0,-0.324428611,-0.169264884,0
29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0344267375,-0.2101095365,-0.1364828166,-0.2399087342,-0.6087247018,-0.0632170388,1.179276446,1,-0.4767146024,-0.1147740806,1,-0.2044518859,-0.1643263052,-0.2572658087,1.0806058877,1.8103348964,2.3722690451,-0.3321085911,0,-0.5154235036,0,0,0,0,-0.3134528488,-0.1723029175,0,-0.3195931345,-0.1574660262,0,-0.324428611,-0.1607612318,0
25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0270681963,-0.0728053774,-0.0547774277,-0.1404980359,1.7376401298,-0.0594641772,0.8398046869,1,-0.0017174725,0.0720361673,1,-0.2044518859,0.7261567154,4.3072944046,2.2494354875,2.4096279808,1.5484544003,-0.3321085911,-0.135905888,1.7368416395,1.4734970859,-0.1245674694,-0.1975968283,0.1046965979,-0.1331940479,-0.1449340034,-0.2650492466,0.0331634531,-0.1323797546,-0.2808881387,0.0017885782,-0.1267466231,-0.2587522448
